3.94708551946549,-0.00809231701125624,2.69213732884195,1
2.48666387726326,-0.00509815971709143,1.69604651717043,0.63
1.56659824267585,-0.0032118406217676,1.06850930581737,0.3969
0.986956892885787,-0.00202345959171359,0.673160862664943,0.250047
0.621782842518046,-0.00127477954277956,0.424091343478914,0.15752961
0.391723190786369,-0.000803111111951124,0.267177546391716,0.0992436543
0.246785610195412,-0.000505960000529208,0.168321854226781,0.062523502209
0.15547493442311,-0.000318754800333401,0.106042768162872,0.03938980639167
0.0979492086865592,-0.000200815524210043,0.0668069439426094,0.0248155780267521
0.0617080014725323,-0.000126513780252327,0.0420883746838439,0.0156338141568538
0.0388760409276953,-7.97036815589659e-05,0.0265156760508217,0.00984930291881791
0.0244919057844481,-5.02133193821485e-05,0.0167048759120176,0.00620506083885528
0.0154299006442023,-3.16343912107536e-05,0.0105240718245711,0.00390918832847883
0.00972083740584744,-1.99296664627748e-05,0.0066301652494798,0.00246278864694166
0.00612412756568389,-1.25556898715481e-05,0.00417700410717228,0.00155155684757325
0.00385820036638085,-7.9100846190753e-06,0.00263151258751853,0.000977480813971146
0.00243066623081993,-4.98335331001744e-06,0.00165785293013668,0.000615812912801822
0.00153131972541656,-3.13951258531099e-06,0.00104444734598611,0.000387962135065148
0.000964731427012432,-1.97789292874592e-06,0.000658001827971247,0.000244416145091043
0.000607780799017832,-1.24607254510993e-06,0.000414541151621886,0.000153982171407357
0.000382901903381234,-7.85025703419256e-07,0.000261160925521788,9.7008767986635e-05
0.000241228199130178,-4.94566193154131e-07,0.000164531383078726,6.111552383158e-05
0.000151973765452012,-3.11576701687103e-07,0.000103654771339598,3.85027800138954e-05
9.57434722347675e-05,-1.96293322062875e-07,6.53025059439465e-05,2.42567514087541e-05
6.03183875079035e-05,-1.23664792899611e-07,4.11405787446863e-05,1.52817533875151e-05
3.80005841299792e-05,-7.7908819526755e-08,2.59185646091524e-05,9.62750463413451e-06
2.39403680018869e-05,-4.90825563018556e-08,1.6328695703766e-05,6.06532791950474e-06
1.50824318411887e-05,-3.09220104701691e-08,1.02870782933726e-05,3.82115658928799e-06
9.50193205994891e-06,-1.94808665962065e-08,6.48085932482472e-06,2.40732865125143e-06
5.98621719776781e-06,-1.22729459556101e-08,4.08294137463957e-06,1.5166170502884e-06
3.77131683459372e-06,-7.73195595203436e-09,2.57225306602293e-06,9.55468741681693e-07
2.37592960579404e-06,-4.87113224978165e-09,1.62051943159445e-06,6.01945307259467e-07
1.49683565165025e-06,-3.06881331736244e-09,1.0209272419045e-06,3.79225543573464e-07
9.43006460539656e-07,-1.93335238993834e-09,6.43184162399836e-07,2.38912092451282e-07
5.94094070139984e-07,-1.21801200566115e-09,4.05206022311897e-07,1.50514618244308e-07
3.7427926418819e-07,-7.67347563566526e-10,2.55279794056495e-07,9.48242094939139e-08
